unidade_territorial_id,unidade_territorial,nivel_territorial
2414902,Viçosa - RN,Município
2415008,Vila Flor - RN,Município
2500106,Água Branca - PB,Município
2500205,Aguiar - PB,Município
2500304,Alagoa Grande - PB,Município
2500403,Alagoa Nova - PB,Município
2500502,Alagoinha - PB,Município
2500536,Alcantil - PB,Município
2500577,Algodão de Jandaíra - PB,Município
2500601,Alhandra - PB,Município
2500700,São João do Rio do Peixe - PB,Município
2500734,Amparo - PB,Município
2500775,Aparecida - PB,Município
2500809,Araçagi - PB,Município
2500908,Arara - PB,Município
2501005,Araruna - PB,Município
2501104,Areia - PB,Município
2501153,Areia de Baraúnas - PB,Município
2501203,Areial - PB,Município
2501302,Aroeiras - PB,Município
2501351,Assunção - PB,Município
2501401,Baía da Traição - PB,Município
2501500,Bananeiras - PB,Município
2501534,Baraúna - PB,Município
2501575,Barra de Santana - PB,Município
2501609,Barra de Santa Rosa - PB,Município
2501708,Barra de São Miguel - PB,Município
2501807,Bayeux - PB,Município
2501906,Belém - PB,Município
2502003,Belém do Brejo do Cruz - PB,Município
2502052,Bernardino Batista - PB,Município
2502102,Boa Ventura - PB,Município
2502151,Boa Vista - PB,Município
2502201,Bom Jesus - PB,Município
2502300,Bom Sucesso - PB,Município
2502409,Bonito de Santa Fé - PB,Município
2502508,Boqueirão - PB,Município
2502607,Igaracy - PB,Município
2502706,Borborema - PB,Município
2502805,Brejo do Cruz - PB,Município
2502904,Brejo dos Santos - PB,Município
2503001,Caaporã - PB,Município
2503100,Cabaceiras - PB,Município
2503209,Cabedelo - PB,Município
2503308,Cachoeira dos Índios - PB,Município
2503407,Cacimba de Areia - PB,Município
2503506,Cacimba de Dentro - PB,Município
2503555,Cacimbas - PB,Município
2503605,Caiçara - PB,Município
2503704,Cajazeiras - PB,Município
2503753,Cajazeirinhas - PB,Município
2503803,Caldas Brandão - PB,Município
2503902,Camalaú - PB,Município
2504009,Campina Grande - PB,Município
2504033,Capim - PB,Município
2504074,Caraúbas - PB,Município
2504108,Carrapateira - PB,Município
2504157,Casserengue - PB,Município
2504207,Catingueira - PB,Município
2504306,Catolé do Rocha - PB,Município
2504355,Caturité - PB,Município
2504405,Conceição - PB,Município
2504504,Condado - PB,Município
2504603,Conde - PB,Município
2504702,Congo - PB,Município
2504801,Coremas - PB,Município
2504850,Coxixola - PB,Município
2504900,Cruz do Espírito Santo - PB,Município
2505006,Cubati - PB,Município
2505105,Cuité - PB,Município
2505204,Cuitegi - PB,Município
2505238,Cuité de Mamanguape - PB,Município
2505279,Curral de Cima - PB,Município
2505303,Curral Velho - PB,Município
2505352,Damião - PB,Município
2505402,Desterro - PB,Município
2505501,Vista Serrana - PB,Município
2505600,Diamante - PB,Município
2505709,Dona Inês - PB,Município
2505808,Duas Estradas - PB,Município
2505907,Emas - PB,Município
2506004,Esperança - PB,Município
2506103,Fagundes - PB,Município
2506202,Frei Martinho - PB,Município
2506251,Gado Bravo - PB,Município
2506301,Guarabira - PB,Município
2506400,Gurinhém - PB,Município
2506509,Gurjão - PB,Município
2506608,Ibiara - PB,Município
2506707,Imaculada - PB,Município
2506806,Ingá - PB,Município
2506905,Itabaiana - PB,Município
2507002,Itaporanga - PB,Município
2507101,Itapororoca - PB,Município
2507200,Itatuba - PB,Município
2507309,Jacaraú - PB,Município
2507408,Jericó - PB,Município
2507507,João Pessoa - PB,Município
2507606,Juarez Távora - PB,Município
2507705,Juazeirinho - PB,Município
2507804,Junco do Seridó - PB,Município
2507903,Juripiranga - PB,Município
2508000,Juru - PB,Município
2508109,Lagoa - PB,Município
2508208,Lagoa de Dentro - PB,Município
2508307,Lagoa Seca - PB,Município
2508406,Lastro - PB,Município
2508505,Livramento - PB,Município
2508554,Logradouro - PB,Município
2508604,Lucena - PB,Município
2508703,Mãe d'Água - PB,Município
2508802,Malta - PB,Município
2508901,Mamanguape - PB,Município
2509008,Manaíra - PB,Município
2509057,Marcação - PB,Município
2509107,Mari - PB,Município
2509156,Marizópolis - PB,Município
2509206,Massaranduba - PB,Município
2509305,Mataraca - PB,Município
2509339,Matinhas - PB,Município
2509370,Mato Grosso - PB,Município
2509396,Maturéia - PB,Município
2509404,Mogeiro - PB,Município
2509503,Montadas - PB,Município
2509602,Monte Horebe - PB,Município
2509701,Monteiro - PB,Município
2509800,Mulungu - PB,Município
2509909,Natuba - PB,Município
2510006,Nazarezinho - PB,Município
2510105,Nova Floresta - PB,Município
2510204,Nova Olinda - PB,Município
2510303,Nova Palmeira - PB,Município
2510402,Olho d'Água - PB,Município
2510501,Olivedos - PB,Município
2510600,Ouro Velho - PB,Município
2510659,Parari - PB,Município
2510709,Passagem - PB,Município
2510808,Patos - PB,Município
2510907,Paulista - PB,Município
2511004,Pedra Branca - PB,Município
2511103,Pedra Lavrada - PB,Município
2511202,Pedras de Fogo - PB,Município
2511301,Piancó - PB,Município
2511400,Picuí - PB,Município
2511509,Pilar - PB,Município
2511608,Pilões - PB,Município
2511707,Pilõezinhos - PB,Município
2511806,Pirpirituba - PB,Município
2511905,Pitimbu - PB,Município
2512002,Pocinhos - PB,Município
2512036,Poço Dantas - PB,Município
2512077,Poço de José de Moura - PB,Município
2512101,Pombal - PB,Município
2512200,Prata - PB,Município
2512309,Princesa Isabel - PB,Município
2512408,Puxinanã - PB,Município
2512507,Queimadas - PB,Município
2512606,Quixaba - PB,Município
2512705,Remígio - PB,Município
2512721,Pedro Régis - PB,Município
2512747,Riachão - PB,Município
2512754,Riachão do Bacamarte - PB,Município
2512762,Riachão do Poço - PB,Município
2512788,Riacho de Santo Antônio - PB,Município
2512804,Riacho dos Cavalos - PB,Município
2512903,Rio Tinto - PB,Município
2513000,Salgadinho - PB,Município
2513109,Salgado de São Félix - PB,Município
2513158,Santa Cecília - PB,Município
2513208,Santa Cruz - PB,Município
2513307,Santa Helena - PB,Município
2513356,Santa Inês - PB,Município
2513406,Santa Luzia - PB,Município
2513505,Santana de Mangueira - PB,Município
2513604,Santana dos Garrotes - PB,Município
2513653,Joca Claudino - PB,Município
2513703,Santa Rita - PB,Município
2513802,Santa Teresinha - PB,Município
2513851,Santo André - PB,Município
2513901,São Bento - PB,Município
2513927,São Bentinho - PB,Município
2513943,São Domingos do Cariri - PB,Município
2513968,São Domingos - PB,Município
2513984,São Francisco - PB,Município
2514008,São João do Cariri - PB,Município
2514107,São João do Tigre - PB,Município
2514206,São José da Lagoa Tapada - PB,Município
2514305,São José de Caiana - PB,Município
2514404,São José de Espinharas - PB,Município
2514453,São José dos Ramos - PB,Município
2514503,São José de Piranhas - PB,Município
2514552,São José de Princesa - PB,Município
2514602,São José do Bonfim - PB,Município
2514651,São José do Brejo do Cruz - PB,Município
2514701,São José do Sabugi - PB,Município
2514800,São José dos Cordeiros - PB,Município
2514909,São Mamede - PB,Município
2515005,São Miguel de Taipu - PB,Município
2515104,São Sebastião de Lagoa de Roça - PB,Município
2515203,São Sebastião do Umbuzeiro - PB,Município
2515302,Sapé - PB,Município
2515401,São Vicente do Seridó - PB,Município
2515500,Serra Branca - PB,Município
2515609,Serra da Raiz - PB,Município
2515708,Serra Grande - PB,Município
2515807,Serra Redonda - PB,Município
2515906,Serraria - PB,Município
2515930,Sertãozinho - PB,Município
2515971,Sobrado - PB,Município
2516003,Solânea - PB,Município
2516102,Soledade - PB,Município
2516151,Sossêgo - PB,Município
2516201,Sousa - PB,Município
2516300,Sumé - PB,Município
2516409,Tacima - PB,Município
2516508,Taperoá - PB,Município
2516607,Tavares - PB,Município
2516706,Teixeira - PB,Município
2516755,Tenório - PB,Município
2516805,Triunfo - PB,Município
2516904,Uiraúna - PB,Município
2517001,Umbuzeiro - PB,Município
2517100,Várzea - PB,Município
2517209,Vieirópolis - PB,Município
2517407,Zabelê - PB,Município
2600054,Abreu e Lima - PE,Município
2600104,Afogados da Ingazeira - PE,Município
2600203,Afrânio - PE,Município
2600302,Agrestina - PE,Município
2600401,Água Preta - PE,Município
2600500,Águas Belas - PE,Município
2600609,Alagoinha - PE,Município
2600708,Aliança - PE,Município
2600807,Altinho - PE,Município
2600906,Amaraji - PE,Município
2601003,Angelim - PE,Município
2601052,Araçoiaba - PE,Município
2601102,Araripina - PE,Município
2601201,Arcoverde - PE,Município
2601300,Barra de Guabiraba - PE,Município
2601409,Barreiros - PE,Município
2601508,Belém de Maria - PE,Município
2601607,Belém do São Francisco - PE,Município
2601706,Belo Jardim - PE,Município
2601805,Betânia - PE,Município
2601904,Bezerros - PE,Município
2602001,Bodocó - PE,Município
2602100,Bom Conselho - PE,Município
2602209,Bom Jardim - PE,Município
2602308,Bonito - PE,Município
2602407,Brejão - PE,Município
2602506,Brejinho - PE,Município
2602605,Brejo da Madre de Deus - PE,Município
2602704,Buenos Aires - PE,Município
2602803,Buíque - PE,Município
2602902,Cabo de Santo Agostinho - PE,Município
2603009,Cabrobó - PE,Município
2603108,Cachoeirinha - PE,Município
2603207,Caetés - PE,Município
2603306,Calçado - PE,Município
2603405,Calumbi - PE,Município
2603454,Camaragibe - PE,Município
2603504,Camocim de São Félix - PE,Município
2603603,Camutanga - PE,Município
2603702,Canhotinho - PE,Município
2603801,Capoeiras - PE,Município
2603900,Carnaíba - PE,Município
2603926,Carnaubeira da Penha - PE,Município
2604007,Carpina - PE,Município
2604106,Caruaru - PE,Município
2604155,Casinhas - PE,Município
2604205,Catende - PE,Município
2604304,Cedro - PE,Município
2604403,Chã de Alegria - PE,Município
2604502,Chã Grande - PE,Município
2604601,Condado - PE,Município
2604700,Correntes - PE,Município
2604809,Cortês - PE,Município
2604908,Cumaru - PE,Município
2605004,Cupira - PE,Município
2605103,Custódia - PE,Município
2605152,Dormentes - PE,Município
2605202,Escada - PE,Município
2605301,Exu - PE,Município
2605400,Feira Nova - PE,Município
2605459,Fernando de Noronha - PE,Município
2605509,Ferreiros - PE,Município
2605608,Flores - PE,Município
2605707,Floresta - PE,Município
2605806,Frei Miguelinho - PE,Município
2605905,Gameleira - PE,Município
2606002,Garanhuns - PE,Município
2606101,Glória do Goitá - PE,Município
2606200,Goiana - PE,Município
2606309,Granito - PE,Município
2606408,Gravatá - PE,Município
2606507,Iati - PE,Município
2606606,Ibimirim - PE,Município
2606705,Ibirajuba - PE,Município
2606804,Igarassu - PE,Município
2606903,Iguaracy - PE,Município
2607000,Inajá - PE,Município
2607109,Ingazeira - PE,Município
2607208,Ipojuca - PE,Município
2607307,Ipubi - PE,Município
2607406,Itacuruba - PE,Município
2607505,Itaíba - PE,Município
2607604,Ilha de Itamaracá - PE,Município
2607653,Itambé - PE,Município
2607703,Itapetim - PE,Município
2607752,Itapissuma - PE,Município
2607802,Itaquitinga - PE,Município
2607901,Jaboatão dos Guararapes - PE,Município
2607950,Jaqueira - PE,Município
2608008,Jataúba - PE,Município
2608057,Jatobá - PE,Município
2608107,João Alfredo - PE,Município
2608206,Joaquim Nabuco - PE,Município
2608255,Jucati - PE,Município
2608305,Jupi - PE,Município
2608404,Jurema - PE,Município
2608453,Lagoa do Carro - PE,Município
2608503,Lagoa de Itaenga - PE,Município
2608602,Lagoa do Ouro - PE,Município
2608701,Lagoa dos Gatos - PE,Município
2608750,Lagoa Grande - PE,Município
2608800,Lajedo - PE,Município
2608909,Limoeiro - PE,Município
2609006,Macaparana - PE,Município
2609105,Machados - PE,Município
2609154,Manari - PE,Município
2609204,Maraial - PE,Município
2609303,Mirandiba - PE,Município
2609402,Moreno - PE,Município
2609501,Nazaré da Mata - PE,Município
2609600,Olinda - PE,Município
2609709,Orobó - PE,Município
2609808,Orocó - PE,Município
2609907,Ouricuri - PE,Município
2610004,Palmares - PE,Município
2610103,Palmeirina - PE,Município
2610202,Panelas - PE,Município
2610301,Paranatama - PE,Município
2610400,Parnamirim - PE,Município
2610509,Passira - PE,Município
2610608,Paudalho - PE,Município
2610707,Paulista - PE,Município
2610806,Pedra - PE,Município
2610905,Pesqueira - PE,Município
2611002,Petrolândia - PE,Município
2611101,Petrolina - PE,Município
2611200,Poção - PE,Município
2611309,Pombos - PE,Município
2611408,Primavera - PE,Município
2611507,Quipapá - PE,Município
2611533,Quixaba - PE,Município
2611606,Recife - PE,Município
2611705,Riacho das Almas - PE,Município
2611804,Ribeirão - PE,Município
2611903,Rio Formoso - PE,Município
2612000,Sairé - PE,Município
2612109,Salgadinho - PE,Município
2612208,Salgueiro - PE,Município
2612307,Saloá - PE,Município
2612406,Sanharó - PE,Município
2612455,Santa Cruz - PE,Município
2612471,Santa Cruz da Baixa Verde - PE,Município
2612505,Santa Cruz do Capibaribe - PE,Município
2612554,Santa Filomena - PE,Município
2612604,Santa Maria da Boa Vista - PE,Município
2612703,Santa Maria do Cambucá - PE,Município
2612802,Santa Terezinha - PE,Município
2612901,São Benedito do Sul - PE,Município
2613008,São Bento do Una - PE,Município
2613107,São Caitano - PE,Município
2613206,São João - PE,Município
2613305,São Joaquim do Monte - PE,Município
2613404,São José da Coroa Grande - PE,Município
2613503,São José do Belmonte - PE,Município
2613602,São José do Egito - PE,Município
2613701,São Lourenço da Mata - PE,Município
2613800,São Vicente Férrer - PE,Município
2613909,Serra Talhada - PE,Município
2614006,Serrita - PE,Município
2614105,Sertânia - PE,Município
2614204,Sirinhaém - PE,Município
2614303,Moreilândia - PE,Município
2614402,Solidão - PE,Município
2614501,Surubim - PE,Município
2614600,Tabira - PE,Município
2614709,Tacaimbó - PE,Município
2614808,Tacaratu - PE,Município
2614857,Tamandaré - PE,Município
2615003,Taquaritinga do Norte - PE,Município
2615102,Terezinha - PE,Município
2615201,Terra Nova - PE,Município
2615300,Timbaúba - PE,Município
2615409,Toritama - PE,Município
2615508,Tracunhaém - PE,Município
2615607,Trindade - PE,Município
2615706,Triunfo - PE,Município
2615805,Tupanatinga - PE,Município
2615904,Tuparetama - PE,Município
2616001,Venturosa - PE,Município
2616100,Verdejante - PE,Município
2616183,Vertente do Lério - PE,Município
2616209,Vertentes - PE,Município
2616308,Vicência - PE,Município
2616407,Vitória de Santo Antão - PE,Município
2616506,Xexéu - PE,Município
2700102,Água Branca - AL,Município
2700201,Anadia - AL,Município
2700300,Arapiraca - AL,Município
2700409,Atalaia - AL,Município
2700508,Barra de Santo Antônio - AL,Município
2700607,Barra de São Miguel - AL,Município
2700706,Batalha - AL,Município
2700805,Belém - AL,Município
2700904,Belo Monte - AL,Município
2701001,Boca da Mata - AL,Município
2701100,Branquinha - AL,Município
2701209,Cacimbinhas - AL,Município
2701308,Cajueiro - AL,Município
2701357,Campestre - AL,Município
2701407,Campo Alegre - AL,Município
2701506,Campo Grande - AL,Município
2701605,Canapi - AL,Município
2701704,Capela - AL,Município
2701803,Carneiros - AL,Município
2701902,Chã Preta - AL,Município
2702009,Coité do Nóia - AL,Município
2702108,Colônia Leopoldina - AL,Município
2702207,Coqueiro Seco - AL,Município
2702306,Coruripe - AL,Município
2702355,Craíbas - AL,Município
2702405,Delmiro Gouveia - AL,Município
2702504,Dois Riachos - AL,Município
2702553,Estrela de Alagoas - AL,Município
2702603,Feira Grande - AL,Município
2702702,Feliz Deserto - AL,Município
2702801,Flexeiras - AL,Município
2702900,Girau do Ponciano - AL,Município
2703007,Ibateguara - AL,Município
2703106,Igaci - AL,Município
2703205,Igreja Nova - AL,Município
2703304,Inhapi - AL,Município
2703403,Jacaré dos Homens - AL,Município
2703502,Jacuípe - AL,Município
2703601,Japaratinga - AL,Município
2703700,Jaramataia - AL,Município
2703759,Jequiá da Praia - AL,Município
2703809,Joaquim Gomes - AL,Município
2703908,Jundiá - AL,Município
2704005,Junqueiro - AL,Município
2704104,Lagoa da Canoa - AL,Município
2704203,Limoeiro de Anadia - AL,Município
2704302,Maceió - AL,Município
2704401,Major Isidoro - AL,Município
2704500,Maragogi - AL,Município
2704609,Maravilha - AL,Município
2704708,Marechal Deodoro - AL,Município
2704807,Maribondo - AL,Município
2704906,Mar Vermelho - AL,Município
2705002,Mata Grande - AL,Município
2705101,Matriz de Camaragibe - AL,Município
2705200,Messias - AL,Município
2705309,Minador do Negrão - AL,Município
2705408,Monteirópolis - AL,Município
2705507,Murici - AL,Município
2705606,Novo Lino - AL,Município
2705705,Olho d'Água das Flores - AL,Município
2705804,Olho d'Água do Casado - AL,Município
2705903,Olho d'Água Grande - AL,Município
2706000,Olivença - AL,Município
2706109,Ouro Branco - AL,Município
2706208,Palestina - AL,Município
2706307,Palmeira dos Índios - AL,Município
2706406,Pão de Açúcar - AL,Município
2706422,Pariconha - AL,Município
2706448,Paripueira - AL,Município
2706505,Passo de Camaragibe - AL,Município
2706604,Paulo Jacinto - AL,Município
2706703,Penedo - AL,Município
2706802,Piaçabuçu - AL,Município
2706901,Pilar - AL,Município
2707008,Pindoba - AL,Município
2707107,Piranhas - AL,Município
2707206,Poço das Trincheiras - AL,Município
2707305,Porto Calvo - AL,Município
2707404,Porto de Pedras - AL,Município
2707503,Porto Real do Colégio - AL,Município
2707602,Quebrangulo - AL,Município
2707701,Rio Largo - AL,Município
2707800,Roteiro - AL,Município
2707909,Santa Luzia do Norte - AL,Município
2708006,Santana do Ipanema - AL,Município
2708105,Santana do Mundaú - AL,Município
2708204,São Brás - AL,Município
2708303,São José da Laje - AL,Município
2708402,São José da Tapera - AL,Município
2708501,São Luís do Quitunde - AL,Município
2708600,São Miguel dos Campos - AL,Município
2708709,São Miguel dos Milagres - AL,Município
2708808,São Sebastião - AL,Município
2708907,Satuba - AL,Município
2708956,Senador Rui Palmeira - AL,Município
2709004,Tanque d'Arca - AL,Município
2709103,Taquarana - AL,Município
2709152,Teotônio Vilela - AL,Município
2709202,Traipu - AL,Município
2709301,União dos Palmares - AL,Município
2709400,Viçosa - AL,Município
2800100,Amparo do São Francisco - SE,Município
2800209,Aquidabã - SE,Município
2800308,Aracaju - SE,Município
2800407,Arauá - SE,Município
2800506,Areia Branca - SE,Município
2800605,Barra dos Coqueiros - SE,Município
2800670,Boquim - SE,Município
2800704,Brejo Grande - SE,Município
2801009,Campo do Brito - SE,Município
2801108,Canhoba - SE,Município
2801207,Canindé de São Francisco - SE,Município
2801306,Capela - SE,Município
2801405,Carira - SE,Município
2801504,Carmópolis - SE,Município
2801603,Cedro de São João - SE,Município
2801702,Cristinápolis - SE,Município
2801900,Cumbe - SE,Município
2802007,Divina Pastora - SE,Município
2802106,Estância - SE,Município
2802205,Feira Nova - SE,Município
2802304,Frei Paulo - SE,Município
2802403,Gararu - SE,Município
2802502,General Maynard - SE,Município
2802601,Gracho Cardoso - SE,Município
2802700,Ilha das Flores - SE,Município
2802809,Indiaroba - SE,Município
2802908,Itabaiana - SE,Município
2803005,Itabaianinha - SE,Município
2803104,Itabi - SE,Município
2803203,Itaporanga d'Ajuda - SE,Município
2803302,Japaratuba - SE,Município
2803401,Japoatã - SE,Município
2803500,Lagarto - SE,Município
2803609,Laranjeiras - SE,Município
2803708,Macambira - SE,Município
2803807,Malhada dos Bois - SE,Município
2803906,Malhador - SE,Município
2804003,Maruim - SE,Município
2804102,Moita Bonita - SE,Município
2804201,Monte Alegre de Sergipe - SE,Município
2804300,Muribeca - SE,Município
2804409,Neópolis - SE,Município
2804458,Nossa Senhora Aparecida - SE,Município
2804508,Nossa Senhora da Glória - SE,Município
2804607,Nossa Senhora das Dores - SE,Município
2804706,Nossa Senhora de Lourdes - SE,Município
2804805,Nossa Senhora do Socorro - SE,Município
2804904,Pacatuba - SE,Município
2805000,Pedra Mole - SE,Município
2805109,Pedrinhas - SE,Município
2805208,Pinhão - SE,Município
2805307,Pirambu - SE,Município
2805406,Poço Redondo - SE,Município
2805505,Poço Verde - SE,Município
2805604,Porto da Folha - SE,Município
2805703,Propriá - SE,Município
2805802,Riachão do Dantas - SE,Município
2805901,Riachuelo - SE,Município
2806008,Ribeirópolis - SE,Município
2806107,Rosário do Catete - SE,Município
2806206,Salgado - SE,Município
2806305,Santa Luzia do Itanhy - SE,Município
2806404,Santana do São Francisco - SE,Município
2806503,Santa Rosa de Lima - SE,Município
2806602,Santo Amaro das Brotas - SE,Município
2806701,São Cristóvão - SE,Município
2806800,São Domingos - SE,Município
2806909,São Francisco - SE,Município
2807006,São Miguel do Aleixo - SE,Município
2807105,Simão Dias - SE,Município
2807204,Siriri - SE,Município
2807303,Telha - SE,Município
2807402,Tobias Barreto - SE,Município
2807501,Tomar do Geru - SE,Município
2807600,Umbaúba - SE,Município
2900108,Abaíra - BA,Município
2900207,Abaré - BA,Município
2900306,Acajutiba - BA,Município
2900355,Adustina - BA,Município
2900405,Água Fria - BA,Município
2900504,Érico Cardoso - BA,Município
2900603,Aiquara - BA,Município
2900702,Alagoinhas - BA,Município
2900801,Alcobaça - BA,Município
2900900,Almadina - BA,Município
2901007,Amargosa - BA,Município
2901106,Amélia Rodrigues - BA,Município
2901155,América Dourada - BA,Município
2901205,Anagé - BA,Município
2901304,Andaraí - BA,Município
2901353,Andorinha - BA,Município
2901403,Angical - BA,Município
2901502,Anguera - BA,Município
2901601,Antas - BA,Município
2901700,Antônio Cardoso - BA,Município
2901809,Antônio Gonçalves - BA,Município
2901908,Aporá - BA,Município
2901957,Apuarema - BA,Município
2902005,Aracatu - BA,Município
2902054,Araçás - BA,Município
2902104,Araci - BA,Município
2902203,Aramari - BA,Município
2902252,Arataca - BA,Município
2902302,Aratuípe - BA,Município
2902401,Aurelino Leal - BA,Município
2902500,Baianópolis - BA,Município
2902609,Baixa Grande - BA,Município
2902658,Banzaê - BA,Município
2902708,Barra - BA,Município
2902807,Barra da Estiva - BA,Município
2902906,Barra do Choça - BA,Município
2903003,Barra do Mendes - BA,Município
2903102,Barra do Rocha - BA,Município
2903201,Barreiras - BA,Município
2903235,Barro Alto - BA,Município
2903276,Barrocas - BA,Município
2903300,Barro Preto - BA,Município
2903409,Belmonte - BA,Município
2903508,Belo Campo - BA,Município
2903607,Biritinga - BA,Município
2903706,Boa Nova - BA,Município
2903805,Boa Vista do Tupim - BA,Município
2903904,Bom Jesus da Lapa - BA,Município
2903953,Bom Jesus da Serra - BA,Município
2904001,Boninal - BA,Município
2904050,Bonito - BA,Município
2904100,Boquira - BA,Município
2904209,Botuporã - BA,Município
2904308,Brejões - BA,Município
2904407,Brejolândia - BA,Município
2904506,Brotas de Macaúbas - BA,Município
2904605,Brumado - BA,Município
2904704,Buerarema - BA,Município
2904753,Buritirama - BA,Município
2904803,Caatiba - BA,Município
2904852,Cabaceiras do Paraguaçu - BA,Município
2904902,Cachoeira - BA,Município
2905008,Caculé - BA,Município
2905107,Caém - BA,Município
2905156,Caetanos - BA,Município
2905206,Caetité - BA,Município
2905305,Cafarnaum - BA,Município
2905404,Cairu - BA,Município
2905503,Caldeirão Grande - BA,Município
2905602,Camacan - BA,Município
2905701,Camaçari - BA,Município
2905800,Camamu - BA,Município
2905909,Campo Alegre de Lourdes - BA,Município
2906006,Campo Formoso - BA,Município
2906105,Canápolis - BA,Município
2906204,Canarana - BA,Município
2906303,Canavieiras - BA,Município
2906402,Candeal - BA,Município
2906501,Candeias - BA,Município
2906600,Candiba - BA,Município
2906709,Cândido Sales - BA,Município
2906808,Cansanção - BA,Município
2906824,Canudos - BA,Município
2906857,Capela do Alto Alegre - BA,Município
2906873,Capim Grosso - BA,Município
2906899,Caraíbas - BA,Município
2906907,Caravelas - BA,Município
2907004,Cardeal da Silva - BA,Município
2907103,Carinhanha - BA,Município
2907202,Casa Nova - BA,Município
2907301,Castro Alves - BA,Município
2907400,Catolândia - BA,Município
2907509,Catu - BA,Município
2907558,Caturama - BA,Município
2907608,Central - BA,Município
2907707,Chorrochó - BA,Município
2907806,Cícero Dantas - BA,Município
2907905,Cipó - BA,Município
2908002,Coaraci - BA,Município
2908101,Cocos - BA,Município
2908200,Conceição da Feira - BA,Município
2908309,Conceição do Almeida - BA,Município
2908408,Conceição do Coité - BA,Município
2908507,Conceição do Jacuípe - BA,Município
2908606,Conde - BA,Município
2908705,Condeúba - BA,Município
2908804,Contendas do Sincorá - BA,Município
2908903,Coração de Maria - BA,Município
2909000,Cordeiros - BA,Município
2909109,Coribe - BA,Município
2909208,Coronel João Sá - BA,Município
2909307,Correntina - BA,Município
2909406,Cotegipe - BA,Município
2909505,Cravolândia - BA,Município
2909604,Crisópolis - BA,Município
2909703,Cristópolis - BA,Município
2909802,Cruz das Almas - BA,Município
2909901,Curaçá - BA,Município
2910008,Dário Meira - BA,Município
2910057,Dias d'Ávila - BA,Município
2910107,Dom Basílio - BA,Município
2910206,Dom Macedo Costa - BA,Município
2910305,Elísio Medrado - BA,Município
2910404,Encruzilhada - BA,Município
2910503,Entre Rios - BA,Município
2910602,Esplanada - BA,Município
2910701,Euclides da Cunha - BA,Município
2910727,Eunápolis - BA,Município
2910750,Fátima - BA,Município
2910776,Feira da Mata - BA,Município
2910800,Feira de Santana - BA,Município
2910859,Filadélfia - BA,Município
2910909,Firmino Alves - BA,Município
2911006,Floresta Azul - BA,Município
2911105,Formosa do Rio Preto - BA,Município
2911204,Gandu - BA,Município
2911253,Gavião - BA,Município
2911303,Gentio do Ouro - BA,Município
2911402,Glória - BA,Município
2911501,Gongogi - BA,Município
2911600,Governador Mangabeira - BA,Município
2911659,Guajeru - BA,Município
2911709,Guanambi - BA,Município
2911808,Guaratinga - BA,Município
2911857,Heliópolis - BA,Município
2911907,Iaçu - BA,Município
2912004,Ibiassucê - BA,Município
2912103,Ibicaraí - BA,Município
2912202,Ibicoara - BA,Município
2912301,Ibicuí - BA,Município
2912400,Ibipeba - BA,Município
2912509,Ibipitanga - BA,Município
2912608,Ibiquera - BA,Município
2912707,Ibirapitanga - BA,Município
2912806,Ibirapuã - BA,Município
2912905,Ibirataia - BA,Município
2913002,Ibitiara - BA,Município
2913101,Ibititá - BA,Município
2913200,Ibotirama - BA,Município
2913309,Ichu - BA,Município
2913408,Igaporã - BA,Município
2913457,Igrapiúna - BA,Município
2913507,Iguaí - BA,Município
2913606,Ilhéus - BA,Município
2913705,Inhambupe - BA,Município
2913804,Ipecaetá - BA,Município
2913903,Ipiaú - BA,Município
2914000,Ipirá - BA,Município
2914109,Ipupiara - BA,Município
2914208,Irajuba - BA,Município
2914307,Iramaia - BA,Município
2914406,Iraquara - BA,Município
2914505,Irará - BA,Município
2914604,Irecê - BA,Município
2914653,Itabela - BA,Município
2914703,Itaberaba - BA,Município
2914802,Itabuna - BA,Município
2914901,Itacaré - BA,Município
2915007,Itaeté - BA,Município
2915106,Itagi - BA,Município
2915205,Itagibá - BA,Município
2915304,Itagimirim - BA,Município
2915353,Itaguaçu da Bahia - BA,Município
2915403,Itaju do Colônia - BA,Município
2915502,Itajuípe - BA,Município
2915601,Itamaraju - BA,Município
2915700,Itamari - BA,Município
2915809,Itambé - BA,Município
2915908,Itanagra - BA,Município
2916005,Itanhém - BA,Município
2916104,Itaparica - BA,Município
2916203,Itapé - BA,Município
2916302,Itapebi - BA,Município
2916401,Itapetinga - BA,Município
2916500,Itapicuru - BA,Município
2916609,Itapitanga - BA,Município
2916708,Itaquara - BA,Município
2916807,Itarantim - BA,Município
2916856,Itatim - BA,Município
2916906,Itiruçu - BA,Município
2917003,Itiúba - BA,Município
2917102,Itororó - BA,Município
2917201,Ituaçu - BA,Município
2917300,Ituberá - BA,Município
2917334,Iuiu - BA,Município
2917359,Jaborandi - BA,Município
2917409,Jacaraci - BA,Município
2917508,Jacobina - BA,Município
2917607,Jaguaquara - BA,Município
2917706,Jaguarari - BA,Município
2917805,Jaguaripe - BA,Município
2917904,Jandaíra - BA,Município
2918001,Jequié - BA,Município
2918100,Jeremoabo - BA,Município
2918209,Jiquiriçá - BA,Município
2918308,Jitaúna - BA,Município
2918357,João Dourado - BA,Município
2918407,Juazeiro - BA,Município
2918456,Jucuruçu - BA,Município
2918506,Jussara - BA,Município
2918555,Jussari - BA,Município
2918605,Jussiape - BA,Município
